annotate,post,language
"[1, 1, 1, 0]",hayssss gikapoy na lagi kog organize2 ug events uuyy. pwd lahi nasad nga ferzooon??? i wanna enjoy an audience life,__label__ceb_Latn
"[1, 1, 1, 0]","hays gikapoy paman japon ko ron, di sa guro ko mang upload pictures",__label__ceb_Latn
"[0, 0, 0, 1]",monday pa gani gikapoy nako. karats tutunlan ni mag discuss oy.,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy napud kog motor2 oy ibaligya na ninyo na tanan hahahaha,__label__ceb_Latn
"[1, 1, 1, 1]",dinakoooo lord gikapoy nako,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy na kog pangitag work pa abroad. pwede kamo nasad mangita nako? haha!,__label__ceb_Latn
"[0, 0, 0, 0]","lami man gyud ipahuway na, gikapoy ra gyud kos tanan.",__label__ceb_Latn
"[1, 0, 0, 0]",gikapoy nako sigeg duty! walay bebe time sa?! hahahahahahha,__label__ceb_Latn
"[0, 0, 0, 1]",pag human feb fair dle nako mo gawas sa balay except mo skwela. gikapoy nako!!!,__label__ceb_Latn
"[1, 0, 0, 0]",i swear gikapoy na ni sila pau sa akoang daily morninf rants ab being late,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy nako.,__label__ceb_Latn
"[1, 0, 1, 1]",ana sila sta your day early daw para mas lami ang imong routine nganong ako alas otso pa lang gikapoy na? hahahahahahahah,__label__ceb_Latn
"[1, 0, 0, 0]",ay buhat kog thread kay gikapoy nakog tutok sa computer,__label__ceb_Latn
"[1, 0, 1, 1]",gikapoy nako pero gina pangita japun tka,__label__ceb_Latn
"[1, 0, 1, 1]",gikapoy uroy ug panglimpyo haha sayo kaayo nakatulog,__label__ceb_Latn
"[1, 0, 1, 1]","kong unsa man gani mahitabo, mao nana oy. gikapoy nako magexpect. gikapoy nako magmanifest. dawaton naho bahalag unsay mahitabo. gikapoy nakooo!",__label__ceb_Latn
"[1, 1, 1, 1]",naa nasab ning akong gibati na gikapoy ko sa tanan,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy nakog suwat,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy nakog meet jud niya,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy naman kos tanan.,__label__ceb_Latn
"[0, 0, 0, 1]",tanay way manulod ron gikapoy kog skwela,__label__ceb_Latn
"[1, 1, 1, 1]",wala pa nagsugod duty gikapoy nako,__label__ceb_Latn
"[1, 0, 0, 0]",gikapoy najud ko,__label__ceb_Latn
"[1, 0, 0, 0]","huyy jusq 3am na natulog si sab sab,mura nakog zombie mas mabilar pako sa iyaha kaysa iyng manghud jusq,gipa sleep namn gud nko iyng papa ky gikapoy pod,nya si sab sab ky subraan ka langi sa iyng papa ambot nlng",__label__ceb_Latn
"[1, 1, 1, 1]",ahhhhh mka inlove ako shells finally naa nakoy saang ug liboo na addition sako collections. huhu complete najud. done najud ako sampling kay gikapoy na ang disney princess manginhas. dri nsab mi mag patay sa editing ug id,__label__ceb_Latn
"[1, 1, 1, 1]",mas gikapoy na nuon ko,__label__ceb_Latn
"[1, 1, 1, 1]","ginoo ko tabang. labad na kau ako ulo, gikapoy kau ko nag labaha wai panihapon plus nag huwata sa van jusko wai tulog, napai sip on na mira ubo jud ni paingon.. simbako lang",__label__ceb_Latn
"[1, 0, 0, 0]",kaboring oy gikapoy nakog study. way oten dinha?,__label__ceb_Latn
"[0, 0, 0, 1]",pag amping na lang mo guys kay gikapoy nakog tuon,__label__ceb_Latn
"[1, 0, 0, 0]","unta sunod lahi na sad tripan sa kinabuhi, gikapoy nako.",__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy nako daan para ugma,__label__ceb_Latn
"[1, 1, 1, 1]",ambot oy ywa gikapoy nako sa 2d ug 3d bsht,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy naman ko oy,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy na gud kog balance sa akong renal diet ba,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy nako aning rle namo bosheet ni,__label__ceb_Latn
"[1, 1, 1, 1]",kini c jen barangan ba wa ni sya gikapoy? aw hahaha ma bash ta,__label__ceb_Latn
"[1, 0, 0, 0]",gikapoy nakog tuon aning 1987 constitution,__label__ceb_Latn
"[0, 0, 0, 1]",gikapoy naman ko ani uy,__label__ceb_Latn
"[1, 0, 0, 0]",ambot oy. gikapoy pako mamaligya ug uyap balik huhuh hahahahahaha,__label__ceb_Latn
"[1, 0, 0, 0]",tama namo gikapoy nako wala ko kabalo gipang unsa tamo pati sa pa na relationship nako sa iyaha ipa sangil pa nga about cheating kung unsa among probelma samoa amoa raman unta to,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy nako para ugma,__label__ceb_Latn
"[1, 1, 1, 1]",huota nas dughan oygikapoy nko lord,__label__war_Latn
"[1, 1, 1, 1]",gikapoy ko pero naa paman sa under water akong homies,__label__ceb_Latn
"[1, 1, 1, 1]",gisapot nako ug gikapoy,__label__ceb_Latn
"[1, 1, 1, 1]",shet gikapoy nako study kadaghan sakit,__label__ceb_Latn
"[1, 1, 1, 1]",gikapoy sa road trip ganina haha,__label__ceb_Latn
"[1, 1, 1, 1]",yati mani uy gikapoy nako sig sukaha mag biyahe. naa pakoy 2 hrs biyaheon unya quiz nga mala exam pa ugma. aw gudlak sa aken,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako,__label__ceb_Latn
"[0, 0, 0, 0]",ywa gikapoy nako aning achool works,__label__ceb_Latn
"[0, 0, 0, 0]",hays gikapoy nako dayon karon para ugma,__label__ceb_Latn
"[0, 0, 0, 0]",deac kay gikapoy nako sakong fb,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog inantos kabalo ko nga walay griw kung walay pag antos pero grabi na,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako sig hilak,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy sa trekking hahaha,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog study,__label__ceb_Latn
"[1, 1, 1, 1]",what if. akong uyab na diay ang gikapoy nako hehe hahahahaha looy langgggg hihihi mag rest lang sab sya,__label__ceb_Latn
"[0, 0, 0, 0]",pisti gikapoy nakog skwela,__label__ceb_Latn
"[0, 0, 0, 0]",kamo ra sa skwela ugma girls. kay gikapoy pa ko sa byahe.,__label__ceb_Latn
"[0, 0, 0, 0]","kung gikapoy ka sa imo uyab boi, pwes ako wala jd! so noooo",__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog tuon,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakos pr pamaymayg activity ah,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy na,__label__ceb_Latn
"[0, 0, 0, 0]",tngina gikapoy nakog suwat sa english,__label__ceb_Latn
"[0, 0, 0, 0]",basta knock down ang all kay gipang kapoy ug limpyo hahaah utro sad nis yuki gikapoy ug samok samok,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako,__label__ceb_Latn
"[0, 0, 0, 0]",mao gurong gikapoy akong tbuok kalag kay akng gpanglabhan halos tanan sinina nako nya wako ga washing kay samot ko katapul sigeg huwat,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy na ko para ugma,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy naku mag bayut hap,__label__ceb_Latn
"[0, 0, 0, 0]",wa uroy sha gikapoy sig dagan sa atong hunahuna haha,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog skwelaaaa,__label__ceb_Latn
"[0, 0, 0, 0]",sino itech wa nidula pero gikapoy grabe ka naman tih,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako nga nag hunahuna pa lang sa 2 weeks na way sunday break kay makeup classes plus way undang study kay quizzes plus exams hay tabang,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako sige hunahuna niya,__label__ceb_Latn
"[0, 0, 0, 0]",wapa nag lunes pero gikapoy nako,__label__ceb_Latn
"[0, 0, 0, 0]",unsa ba kay gikapoy na ko sa kapobrehon,__label__ceb_Latn
"[0, 0, 0, 0]",way gibuhat pero gikapoy ko ywaaaaa,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy na ko para ugma,__label__ceb_Latn
"[0, 0, 0, 0]",maskin ako gikapoy na,__label__ceb_Latn
"[0, 0, 0, 0]",last ko na ni rant na guro kapoy nako ako nay mosurrender sako kaugalingon. hago ug gikapoy nako na sako batasan na permi ing ani ing ana dli ta paminawon,__label__ceb_Latn
"[0, 0, 0, 0]","gina isip ko palang, gikapoy nako. hays.",__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy naman ko kapoyon mga goys!!!!!,__label__ceb_Latn
"[0, 0, 0, 0]",gi kapoy nakos kalibutan jud gikapoy nakos tanan,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy gyud ko mentally,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy ko bai,__label__ceb_Latn
"[0, 0, 0, 0]","maayo jud ang ginoo no. since ga crisis gihapon ko bisan naa nako sa akong field wc is music, as a conductor nga gikapoy na ug tudlog choir, gitagaan ko niyag lahi sidelinework nga ma enjoy nako. wa pud ko nangayo niya. salamat sa skills, lord. imo ni tanan!",__label__ceb_Latn
"[0, 0, 0, 0]",skl??? naa toy time last year nga wa ko niwerq kay gikapoy ko literally living off my emergency fund nag emergency akong utok ato thrilling kaayo to faaaak but lingaw ninglaag ko ug maayo hahah,__label__ceb_Latn
"[1, 0, 0, 0]",taray inabot sa ubot sipon,__label__ceb_Latn
"[1, 1, 1, 0]","naa napod ning ubo nako na madala tanan suka, plema yawa naa pa jud tag bed",__label__ceb_Latn
"[1, 1, 1, 0]",utak mo may ubo.!! cgeg engun ang mga apologist d daw ka move on mga fan ni kath. kamo ray wa ka move on oy. hipusa na imu mga alipores oh. kalat2x. badlunga tawn na imu ka kulto.,__label__ceb_Latn
"[1, 1, 1, 0]",basta mangatching jud ko na tuloy2 tas ika pila jud sa isa ka adlaw or adlaw2 na sign najud na sya na magka ubo ko ug mao na ni ron haha,__label__ceb_Latn
"[1, 1, 1, 0]",ge ubo kog taman tungod aning mikmik,__label__ceb_Latn
"[1, 1, 1, 0]",shet sa weather ba kha ni nohh huhu nadayun na jud sipon akoa padung nsd ni ubo,__label__ceb_Latn
"[1, 1, 1, 0]",ubo nga gipugngan.jk,__label__ceb_Latn
"[1, 0, 0, 0]","ako, paos. ubo and sipon. combo na. pero woh it..",__label__war_Latn
"[0, 1, 0, 0]",grabeeeeee pag gising na pag gising dumadagundong yung migraine ko di pa nga okay yung ubo,__label__ceb_Latn
"[1, 1, 1, 1]",di ako nilulubayan ng ubo ha,__label__war_Latn
"[1, 1, 1, 0]",pahawa sipon ug ubo,__label__ceb_Latn
"[1, 1, 1, 0]","samoka ubo ug sip on, makaluya",__label__ceb_Latn
"[1, 0, 0, 0]",nimal na sip.on ug ubo,__label__ceb_Latn
"[1, 1, 1, 1]",uso ang ubo ugh kaasar,__label__ceb_Latn
"[1, 1, 1, 1]",ubo lang to,__label__ceb_Latn
"[1, 1, 1, 0]",pwede mag wfh ug mga 3 months? papahuwayon usa ning mga lawas nato aning sege balik2 nga ubo. grabi,__label__ceb_Latn
"[0, 0, 0, 0]",masakit pala sa dibdib.. ang pagod.. kdlex for barrio fiesta london,__label__ceb_Latn
"[0, 0, 0, 1]","masakit na ang dibdib sa ubo, ginanon pa",__label__ceb_Latn
"[1, 1, 1, 1]",i badly need a relax day huhu nahihirapan ako huminga raynow,__label__war_Latn
"[1, 1, 1, 1]",namamayat daw ako haha,__label__war_Latn
"[0, 0, 0, 0]",gagi pumapayat daw ako,__label__war_Latn
"[1, 1, 1, 1]",pota areng sinat na are ayaw mawala wala lintek,__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina nako sa prac pra mamaya,__label__ceb_Latn
"[0, 0, 0, 0]",lord pagod na ko,__label__war_Latn
"[0, 0, 0, 0]",pagod na agad,__label__war_Latn
"[0, 0, 0, 0]","pagod nako maging maangas, gusto ko nalang mag pa baby",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod nako,__label__ceb_Latn
"[0, 0, 0, 0]",monday palang pagod na,__label__ceb_Latn
"[0, 0, 0, 0]",monday palang pagod na,__label__ceb_Latn
"[0, 0, 0, 0]",good morning pagod na agad ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na ako,__label__war_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]",atayatayon ug tamas tamasan sama ra ba ang kahulongan ning duha? mahimo ba sad ninyong hubaron kining mga tagalobot nga expressions? malabo malabo na yan gigil sa akong pagkahibawo kini nga pulong kay tagalobot di suboanon,__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
